execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir,search_algorithm,objectives
8,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
9,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
10,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
11,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
12,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
13,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
14,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
15,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
16,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
17,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
18,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
19,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
20,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
21,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
22,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
23,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
24,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
25,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
26,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
27,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
28,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
29,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
30,math,MATH-81b,81b,becnhmark/applications/MATH-bins/MATH-81b,math3,becnhmark/crashes/MATH/MATH-81b/MATH-81b.log,yes,81f,6,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-81b,NSGA_II,WeightedSum:TestLen:CallDiversity
1,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
2,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
3,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
4,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
5,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
6,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
7,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
8,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
9,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
10,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
11,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
12,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
13,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
14,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
15,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
16,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
17,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
18,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
19,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
20,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
21,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
22,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
23,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
24,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
25,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
26,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
27,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
28,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
29,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
30,math,MATH-98b,98b,becnhmark/applications/MATH-bins/MATH-98b,math3,becnhmark/crashes/MATH/MATH-98b/MATH-98b.log,yes,98f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MATH-98b,NSGA_II,WeightedSum:TestLen:CallDiversity
1,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
2,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
3,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
4,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
5,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
6,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
7,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
8,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
9,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
10,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
11,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
12,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
13,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
14,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
15,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
16,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
17,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
18,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
19,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
20,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
21,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
22,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
23,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
24,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
25,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
26,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
27,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
28,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
29,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
30,mockito,MOCKITO-34b,34b,becnhmark/applications/MOCKITO-bins/MOCKITO-34b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-34b/MOCKITO-34b.log,yes,34f,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-34b,NSGA_II,WeightedSum:TestLen:CallDiversity
1,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
2,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
3,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
4,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
5,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
6,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
7,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
8,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
9,mockito,MOCKITO-3b,3b,becnhmark/applications/MOCKITO-bins/MOCKITO-3b,mockito,becnhmark/crashes/MOCKITO/MOCKITO-3b/MOCKITO-3b.log,yes,3f,12,,,0,0,300,50,,,,,,JarFiles/GGA-tests/MOCKITO-3b,NSGA_II,WeightedSum:TestLen:CallDiversity
